"","AskeladdenID","Uncal.C14Age","C14SD","C14LabCode","xcoord","ycoord","meancalyear","cent","bio01","bio04","bio05","bio06","bio12","bio15","topo01","centrank","Suit"
"32",174695,5200,35,"Poz-106817",285623.4832,6697561.85,5961,6000,8.76121044158936,506.989929199219,18.814058303833,0.460854560136795,1871.62609863281,31.478084564209,"3",4479570.5,0.940856456756592
"33",108117,4575,65,"TUa-2197",285265,6717860,5241,5200,6.54755067825317,610.202514648438,17.7403678894043,-7.33701181411743,1902.64709472656,28.955005645752,"3",6353940,0.745861768722534
"34",107894,4410,130,"T-2386",294708.8793,6716715.742,5046,5000,7.47598791122437,574.456909179688,18.3562870025635,-3.3216667175293,1956.57666015625,31.4382953643799,"5",12481048,0.702021181583405
"35",138527,4010,40,"Beta-286527",299996.1773,6713813.059,4480,4500,7.18842077255249,588.990051269531,18.3210544586182,-4.16658687591553,2011.59753417969,31.2201499938965,"5",14570452,0.633214235305786
"36",223045,4540,40,"Beta-448296",297714.7745,6631501.822,5164,5200,6.35317420959473,630.118591308594,17.5499992370605,-8.35264587402344,1751.63500976562,28.4140186309814,"3",2773193,0.815822124481201
"37",107911,6200,130,"T-2741",294745,6716830,7082,7100,6.33368492126465,641.015258789062,18.3353786468506,-7.26951026916504,1884.61865234375,32.9607734680176,"5",11095801,0.623710334300995
"38",107897,5240,150,"T-2385",294720.4475,6716694.859,6017,6000,8.49446487426758,533.768005371094,19.1962184906006,-0.366256922483444,1942.5439453125,32.215030670166,"5",11991362,0.815429270267487
"39",107908,6210,110,"T-2589",294718.6275,6716782.024,7094,7100,6.33840847015381,641.06201171875,18.3391399383545,-7.26625680923462,1887.09985351562,32.9748153686523,"5",11134616.5,0.622585535049438
"40",138422,4620,40,"Beta-286525",299925,6713960,5398,5400,6.51943683624268,629.871520996094,18.3180751800537,-6.90918827056885,1974.85302734375,31.1733264923096,"5",13877166.5,0.583959579467773
"41",138418,4800,40,"Beta-286522",299937.8352,6713979.652,5523,5500,6.44780540466309,630.400146484375,18.3269062042236,-7.34233236312866,1979.63500976562,31.8069610595703,"5",13784034,0.572876334190369
"42",6477,5440,120,"T-7517",280411.4449,6739309.806,6217,6200,6.38671016693115,616.032287597656,17.75,-7.83842182159424,1868.34729003906,32.4135704040527,"3",5385741,0.750519633293152
"43",91275,7110,60,"Poz-15839",355132.9585,6693027.47,7935,7900,3.49947786331177,823.743347167969,18.7975082397461,-16.2998561859131,1606.12573242188,37.306468963623,"5",11395093.5,0.492054015398026
"44",139234,6030,40,"Beta-291440",347504,6697248,6872,6900,3.70464587211609,823.916564941406,19.1691493988037,-15.5483055114746,1727.7548828125,37.2494964599609,"5",15960301,0.442315697669983
"45",6477,5950,100,"T-7533",280411.4449,6739309.806,6786,6800,6.31859636306763,645.103332519531,18.25,-8.53842258453369,1859.23156738281,31.78586769104,"3",5209439,0.749074518680573
"46",160292,3990,30,"Beta-338825",277886.2484,6700248.345,4474,4500,7.8747034072876,531.517944335938,17.7900142669678,-2.32848882675171,1832.49768066406,30.2081241607666,"3",2491671,0.901817321777344
"47",138414,4080,40,"Beta-286523",299922.479,6713996.93,4580,4600,7.8576831817627,567.237609863281,18.7284297943115,-2.74457359313965,1973.84069824219,30.4237632751465,"5",14235894.5,0.731875956058502
"48",66458,5010,120,"T-431",280286.3545,6739310.658,5756,5800,7.95805358886719,547.208984375,18.6499996185303,-2.95000004768372,1910.93298339844,30.7444953918457,"3",5998151,0.873344957828522
"50",111332,3905,40,"Tua-7026",272305.536,6724684.871,4335,4300,7.33676195144653,540.133911132812,17.3191528320312,-4.25,1752.21508789062,30.2754211425781,"3",632629,0.897188484668732
"51",94922,5880,130,"T-6977",272883.8968,6727415.198,6701,6700,7.60567331314087,568.89013671875,18.3500003814697,-3.34999990463257,1752.49975585938,32.0309028625488,"2",3016183.5,0.884447038173676
"52",94922,5190,120,"T-6570",272883.8968,6727415.198,5960,6000,8.96397399902344,482.766357421875,18.7140350341797,1.08742523193359,1783.26879882812,31.1137313842773,"2",3250260.5,0.954075038433075
"53",113777,4750,30,"Beta - 315313",289288,6695969,5519,5500,6.86303186416626,601.676452636719,18.0499992370605,-6.38294839859009,1811.61560058594,30.8920116424561,"5",8417406,0.729470551013947
"57",95150,5040,80,"T-6113",276785,6713700,5783,5800,8.10468578338623,537.954040527344,18.4500007629395,-2.54792308807373,1808.75073242188,30.7731552124023,"1",7261039.5,0.852227032184601
"59",107909,5720,90,"T-2947",294740.2781,6716780.035,6517,6500,7.38466167449951,593.856994628906,18.7831974029541,-3.76951026916504,1901.04040527344,33.597297668457,"5",11632759,0.728359460830688
"60",126813,3920,40,"Tra-201",275905.9342,6713669.479,4351,4400,7.80673360824585,527.33642578125,17.8500003814697,-2.25,1802.94787597656,29.3347835540771,"1",7094428.5,0.82892233133316
